label,text,event_type
0,Man erect water.,"{'sen_id': 1373, 'sentence': 'Man erect water.', 'predicted_mentions': []}"
1,Rock sharpen scissors.,"{'sen_id': 1374, 'sentence': 'Rock sharpen scissors.', 'predicted_mentions': []}"
1,Pen dig dirt.,"{'sen_id': 1375, 'sentence': 'Pen dig dirt.', 'predicted_mentions': [{'sentence_offset': [4, 7], 'trigger_words': 'dig', 'trigger_confidence': 0.936408519744873, 'event_type': {'xpo_node': 'DWD_Q4232202', 'name': 'digging', 'description': 'process of removing material from a solid surface'}, 'event_confidence': 0.9368266463279724}]}"
1,Chisel etch skyscraper.,"{'sen_id': 1376, 'sentence': 'Chisel etch skyscraper.', 'predicted_mentions': []}"
0,Bottle spill smoke.,"{'sen_id': 1377, 'sentence': 'Bottle spill smoke.', 'predicted_mentions': [{'sentence_offset': [7, 12], 'trigger_words': 'spill', 'trigger_confidence': 0.546783447265625, 'event_type': {'xpo_node': 'DWD_Q1349983', 'name': 'leak', 'description': 'process of fluid escaping containment'}, 'event_confidence': 0.7900210618972778}]}"
0,Air kill worm.,"{'sen_id': 1378, 'sentence': 'Air kill worm.', 'predicted_mentions': [{'sentence_offset': [4, 8], 'trigger_words': 'kill', 'trigger_confidence': 0.9607040286064148, 'event_type': {'xpo_node': 'DWD_Q844482', 'name': 'killing', 'description': 'act of killing a living being'}, 'event_confidence': 0.972247302532196}]}"
0,Plane enter room.,"{'sen_id': 1379, 'sentence': 'Plane enter room.', 'predicted_mentions': [{'sentence_offset': [6, 11], 'trigger_words': 'enter', 'trigger_confidence': 0.971526563167572, 'event_type': {'xpo_node': 'DWD_Q83745292', 'name': 'entrance', 'description': 'motion from outside to inside of a location'}, 'event_confidence': 0.9577333331108093}]}"
1,Net catch ball.,"{'sen_id': 1380, 'sentence': 'Net catch ball.', 'predicted_mentions': []}"
0,Ant roll log.,"{'sen_id': 1381, 'sentence': 'Ant roll log.', 'predicted_mentions': []}"
0,Ship vent milk.,"{'sen_id': 1382, 'sentence': 'Ship vent milk.', 'predicted_mentions': []}"
1,Hand close book.,"{'sen_id': 1383, 'sentence': 'Hand close book.', 'predicted_mentions': []}"
0,Cat pet cup.,"{'sen_id': 1384, 'sentence': 'Cat pet cup.', 'predicted_mentions': []}"
1,Monkey steal cloth.,"{'sen_id': 1385, 'sentence': 'Monkey steal cloth.', 'predicted_mentions': [{'sentence_offset': [7, 12], 'trigger_words': 'steal', 'trigger_confidence': 0.9614798426628113, 'event_type': {'xpo_node': 'DWD_Q2727213', 'name': 'theft', 'description': ""act of taking another's property without permission or consent""}, 'event_confidence': 0.9547076225280762}]}"
1,Monkey fill bucket.,"{'sen_id': 1386, 'sentence': 'Monkey fill bucket.', 'predicted_mentions': [{'sentence_offset': [7, 11], 'trigger_words': 'fill', 'trigger_confidence': 0.6754705309867859, 'event_type': {'xpo_node': 'DWD_Q62069734', 'name': 'filling', 'description': 'process of adding contentsand making full'}, 'event_confidence': 0.9579175114631653}]}"
1,Gorilla hug dog.,"{'sen_id': 1387, 'sentence': 'Gorilla hug dog.', 'predicted_mentions': []}"
0,Girl catch desert.,"{'sen_id': 1388, 'sentence': 'Girl catch desert.', 'predicted_mentions': []}"
1,Ant tackle worm.,"{'sen_id': 1389, 'sentence': 'Ant tackle worm.', 'predicted_mentions': [{'sentence_offset': [4, 10], 'trigger_words': 'tackle', 'trigger_confidence': 0.8378157019615173, 'event_type': {'xpo_node': 'DWD_Q1545990', 'name': 'tackle', 'description': 'Defensive move in various forms of football'}, 'event_confidence': 0.9933388829231262}]}"
1,Lion wrestle elephant.,"{'sen_id': 1390, 'sentence': 'Lion wrestle elephant.', 'predicted_mentions': [{'sentence_offset': [5, 12], 'trigger_words': 'wrestle', 'trigger_confidence': 0.6601989269256592, 'event_type': {'xpo_node': 'DWD_Q42486', 'name': 'wrestling', 'description': 'form of combat sport involving grappling type techniques'}, 'event_confidence': 0.890756368637085}]}"
0,House cool train.,"{'sen_id': 1391, 'sentence': 'House cool train.', 'predicted_mentions': []}"
1,Student erect wall.,"{'sen_id': 1392, 'sentence': 'Student erect wall.', 'predicted_mentions': []}"
1,Man lengthen string.,"{'sen_id': 1393, 'sentence': 'Man lengthen string.', 'predicted_mentions': []}"
1,Shark fish fish.,"{'sen_id': 1394, 'sentence': 'Shark fish fish.', 'predicted_mentions': []}"
1,Cup cook egg.,"{'sen_id': 1395, 'sentence': 'Cup cook egg.', 'predicted_mentions': []}"
0,Car fill sink.,"{'sen_id': 1396, 'sentence': 'Car fill sink.', 'predicted_mentions': [{'sentence_offset': [9, 13], 'trigger_words': 'sink', 'trigger_confidence': 0.6257058382034302, 'event_type': {'xpo_node': 'DWD_Q30880545', 'name': 'sinking', 'description': 'event in which a watercraft sinks beneath the surface of the water to the bottom'}, 'event_confidence': 0.9469951391220093}]}"
1,Bottle spill beans.,"{'sen_id': 1397, 'sentence': 'Bottle spill beans.', 'predicted_mentions': []}"
0,Dog stretch chair.,"{'sen_id': 1398, 'sentence': 'Dog stretch chair.', 'predicted_mentions': []}"
1,Gorilla roll log.,"{'sen_id': 1399, 'sentence': 'Gorilla roll log.', 'predicted_mentions': []}"
0,Pillow crop plant.,"{'sen_id': 1400, 'sentence': 'Pillow crop plant.', 'predicted_mentions': []}"
0,Hand grope wind.,"{'sen_id': 1401, 'sentence': 'Hand grope wind.', 'predicted_mentions': []}"
0,Rope attach string.,"{'sen_id': 1402, 'sentence': 'Rope attach string.', 'predicted_mentions': [{'sentence_offset': [5, 11], 'trigger_words': 'attach', 'trigger_confidence': 0.5770989656448364, 'event_type': {'xpo_node': 'DWD_Q182207', 'name': 'coitus_interruptus', 'description': 'method of birth-control'}, 'event_confidence': 0.7976380586624146}]}"
0,Woman grasp house.,"{'sen_id': 1403, 'sentence': 'Woman grasp house.', 'predicted_mentions': [{'sentence_offset': [6, 11], 'trigger_words': 'grasp', 'trigger_confidence': 0.8416313529014587, 'event_type': {'xpo_node': 'DWD_Q7091744', 'name': 'onboarding', 'description': 'mechanism through which new employees acquire the knowledge, skills, and behaviors necessary to become effective organizational members'}, 'event_confidence': 0.9614723920822144}]}"
0,Rabbit toss student.,"{'sen_id': 1404, 'sentence': 'Rabbit toss student.', 'predicted_mentions': []}"
1,Girl lengthen pillow.,"{'sen_id': 1405, 'sentence': 'Girl lengthen pillow.', 'predicted_mentions': []}"
0,Air kill ant.,"{'sen_id': 1406, 'sentence': 'Air kill ant.', 'predicted_mentions': [{'sentence_offset': [4, 8], 'trigger_words': 'kill', 'trigger_confidence': 0.9474825859069824, 'event_type': {'xpo_node': 'DWD_Q844482', 'name': 'killing', 'description': 'act of killing a living being'}, 'event_confidence': 0.9654341340065002}]}"
1,Train crash bike.,"{'sen_id': 1407, 'sentence': 'Train crash bike.', 'predicted_mentions': []}"
1,Beak tap chair.,"{'sen_id': 1408, 'sentence': 'Beak tap chair.', 'predicted_mentions': []}"
0,Sword fracture air.,"{'sen_id': 1409, 'sentence': 'Sword fracture air.', 'predicted_mentions': []}"
1,Scissors fix car.,"{'sen_id': 1410, 'sentence': 'Scissors fix car.', 'predicted_mentions': [{'sentence_offset': [9, 12], 'trigger_words': 'fix', 'trigger_confidence': 0.8797785043716431, 'event_type': {'xpo_node': 'DWD_Q23001715', 'name': 'conventional_amendment', 'description': 'modification of a contract or agreement, subject to the approval of the signatory parties, in order to correct or cancel it.'}, 'event_confidence': 0.9579402208328247}]}"
1,Rock break pebbles.,"{'sen_id': 1411, 'sentence': 'Rock break pebbles.', 'predicted_mentions': [{'sentence_offset': [5, 10], 'trigger_words': 'break', 'trigger_confidence': 0.7294478416442871, 'event_type': {'xpo_node': 'DWD_Q84048695', 'name': 'disrepair', 'description': 'state of a system that is no longer able to function, that may or may not be repairable'}, 'event_confidence': 0.8573136925697327}]}"
1,Horse cover child.,"{'sen_id': 1412, 'sentence': 'Horse cover child.', 'predicted_mentions': [{'sentence_offset': [6, 11], 'trigger_words': 'cover', 'trigger_confidence': 0.7726398706436157, 'event_type': {'xpo_node': 'DWD_Q1506986', 'name': 'chrome_plating', 'description': 'technique of electroplating a thin layer of chromium onto a metal object'}, 'event_confidence': 0.9103202819824219}]}"
0,Bat strike oil.,"{'sen_id': 1413, 'sentence': 'Bat strike oil.', 'predicted_mentions': [{'sentence_offset': [4, 10], 'trigger_words': 'strike', 'trigger_confidence': 0.715464174747467, 'event_type': {'xpo_node': 'DWD_Q49776', 'name': 'strike', 'description': 'work stoppage caused by the mass refusal of employees to work'}, 'event_confidence': 0.8982452154159546}]}"
0,Bus cool air.,"{'sen_id': 1414, 'sentence': 'Bus cool air.', 'predicted_mentions': [{'sentence_offset': [4, 8], 'trigger_words': 'cool', 'trigger_confidence': 0.5009472370147705, 'event_type': {'xpo_node': 'DWD_Q687900', 'name': 'cool', 'description': 'property of one having composure or being admired'}, 'event_confidence': 0.918921947479248}]}"
1,Crane lift bar.,"{'sen_id': 1415, 'sentence': 'Crane lift bar.', 'predicted_mentions': []}"
0,Cat swallow man.,"{'sen_id': 1416, 'sentence': 'Cat swallow man.', 'predicted_mentions': [{'sentence_offset': [4, 11], 'trigger_words': 'swallow', 'trigger_confidence': 0.890575647354126, 'event_type': {'xpo_node': 'DWD_Q211669', 'name': 'swallowing', 'description': 'process used to transport food and saliva from the mouth to the stomach'}, 'event_confidence': 0.9331743121147156}]}"
0,Knife trim pebbles.,"{'sen_id': 1417, 'sentence': 'Knife trim pebbles.', 'predicted_mentions': []}"
0,Girl ride needle.,"{'sen_id': 1418, 'sentence': 'Girl ride needle.', 'predicted_mentions': [{'sentence_offset': [5, 9], 'trigger_words': 'ride', 'trigger_confidence': 0.8064402937889099, 'event_type': {'xpo_node': 'DWD_Q1411690', 'name': 'trail_riding', 'description': 'horse riding on a trail'}, 'event_confidence': 0.8496599793434143}]}"
0,Monkey break lake.,"{'sen_id': 1419, 'sentence': 'Monkey break lake.', 'predicted_mentions': []}"
1,Gorilla grab apple.,"{'sen_id': 1420, 'sentence': 'Gorilla grab apple.', 'predicted_mentions': []}"
1,Man fix boat.,"{'sen_id': 1421, 'sentence': 'Man fix boat.', 'predicted_mentions': [{'sentence_offset': [4, 7], 'trigger_words': 'fix', 'trigger_confidence': 0.9618240594863892, 'event_type': {'xpo_node': 'DWD_Q23001715', 'name': 'conventional_amendment', 'description': 'modification of a contract or agreement, subject to the approval of the signatory parties, in order to correct or cancel it.'}, 'event_confidence': 0.9509445428848267}]}"
1,Baboon steal cake.,"{'sen_id': 1422, 'sentence': 'Baboon steal cake.', 'predicted_mentions': [{'sentence_offset': [7, 12], 'trigger_words': 'steal', 'trigger_confidence': 0.9496544003486633, 'event_type': {'xpo_node': 'DWD_Q2727213', 'name': 'theft', 'description': ""act of taking another's property without permission or consent""}, 'event_confidence': 0.9473839402198792}]}"
1,Broom clean room.,"{'sen_id': 1423, 'sentence': 'Broom clean room.', 'predicted_mentions': [{'sentence_offset': [6, 11], 'trigger_words': 'clean', 'trigger_confidence': 0.5055904388427734, 'event_type': {'xpo_node': 'DWD_Q17200001', 'name': 'cleaning', 'description': 'activity that purifies people, animals and objects of dirt and other particles'}, 'event_confidence': 0.9828145503997803}]}"
1,Knife fracture chair.,"{'sen_id': 1424, 'sentence': 'Knife fracture chair.', 'predicted_mentions': [{'sentence_offset': [6, 14], 'trigger_words': 'fracture', 'trigger_confidence': 0.5474541187286377, 'event_type': {'xpo_node': 'DWD_Q193514', 'name': 'deformation', 'description': 'transformation of a body from a reference configuration to a current configuration'}, 'event_confidence': 0.8444508910179138}]}"
1,Hand peel wallpaper.,"{'sen_id': 1425, 'sentence': 'Hand peel wallpaper.', 'predicted_mentions': [{'sentence_offset': [5, 9], 'trigger_words': 'peel', 'trigger_confidence': 0.7279131412506104, 'event_type': {'xpo_node': 'DWD_Q23022934', 'name': 'peeling', 'description': 'culinary activity to remove the undesired rind of a vegetable'}, 'event_confidence': 0.8314930200576782}]}"
1,Dirt fill sink.,"{'sen_id': 1426, 'sentence': 'Dirt fill sink.', 'predicted_mentions': [{'sentence_offset': [5, 9], 'trigger_words': 'fill', 'trigger_confidence': 0.6633740663528442, 'event_type': {'xpo_node': 'DWD_Q62069734', 'name': 'filling', 'description': 'process of adding contentsand making full'}, 'event_confidence': 0.9500978589057922}, {'sentence_offset': [10, 14], 'trigger_words': 'sink', 'trigger_confidence': 0.6677558422088623, 'event_type': {'xpo_node': 'DWD_Q30880545', 'name': 'sinking', 'description': 'event in which a watercraft sinks beneath the surface of the water to the bottom'}, 'event_confidence': 0.9392003417015076}]}"
1,Boat pull truck.,"{'sen_id': 1427, 'sentence': 'Boat pull truck.', 'predicted_mentions': []}"
0,Closet contain house.,"{'sen_id': 1428, 'sentence': 'Closet contain house.', 'predicted_mentions': [{'sentence_offset': [7, 14], 'trigger_words': 'contain', 'trigger_confidence': 0.8848264813423157, 'event_type': {'xpo_node': 'DWD_Q62069734', 'name': 'filling', 'description': 'process of adding contentsand making full'}, 'event_confidence': 0.9315173625946045}]}"
1,Tube squirt cream.,"{'sen_id': 1429, 'sentence': 'Tube squirt cream.', 'predicted_mentions': []}"
0,Dog destroy rain.,"{'sen_id': 1430, 'sentence': 'Dog destroy rain.', 'predicted_mentions': [{'sentence_offset': [4, 11], 'trigger_words': 'destroy', 'trigger_confidence': 0.857292652130127, 'event_type': {'xpo_node': 'DWD_Q17781833', 'name': 'destruction', 'description': 'concept of damage to an object, system or an idea'}, 'event_confidence': 0.9869531393051147}]}"
0,Hand fasten elephant.,"{'sen_id': 1431, 'sentence': 'Hand fasten elephant.', 'predicted_mentions': [{'sentence_offset': [5, 11], 'trigger_words': 'fasten', 'trigger_confidence': 0.8782098889350891, 'event_type': {'xpo_node': 'DWD_Q91783762', 'name': 'fastening', 'description': 'process of using a fastener to join two materials together'}, 'event_confidence': 0.869485080242157}]}"
0,Vapor tap floor.,"{'sen_id': 1432, 'sentence': 'Vapor tap floor.', 'predicted_mentions': []}"
0,Oil heat water.,"{'sen_id': 1433, 'sentence': 'Oil heat water.', 'predicted_mentions': [{'sentence_offset': [4, 8], 'trigger_words': 'heat', 'trigger_confidence': 0.780224084854126, 'event_type': {'xpo_node': 'DWD_Q685487', 'name': 'tempering', 'description': 'process of heat treating used to increase the toughness of iron-based alloys'}, 'event_confidence': 0.7586886286735535}]}"
0,Worm stretch pillow.,"{'sen_id': 1434, 'sentence': 'Worm stretch pillow.', 'predicted_mentions': []}"
1,Bike capsize cup.,"{'sen_id': 1435, 'sentence': 'Bike capsize cup.', 'predicted_mentions': [{'sentence_offset': [5, 12], 'trigger_words': 'capsize', 'trigger_confidence': 0.9029584527015686, 'event_type': {'xpo_node': 'DWD_Q2141830', 'name': 'boating', 'description': 'leisure activity involving boats'}, 'event_confidence': 0.8376686573028564}]}"
1,Woman build frame.,"{'sen_id': 1436, 'sentence': 'Woman build frame.', 'predicted_mentions': [{'sentence_offset': [6, 11], 'trigger_words': 'build', 'trigger_confidence': 0.8401579260826111, 'event_type': {'xpo_node': 'DWD_Q385378', 'name': 'construction', 'description': 'process that consists of the building or assembling of a building or infrastructure'}, 'event_confidence': 0.7744591236114502}]}"
0,Oil rub rock.,"{'sen_id': 1437, 'sentence': 'Oil rub rock.', 'predicted_mentions': [{'sentence_offset': [4, 7], 'trigger_words': 'rub', 'trigger_confidence': 0.8758237957954407, 'event_type': {'xpo_node': 'DWD_Q96644756', 'name': 'rubbing', 'description': 'intentional motion of an object against another object for the purposes of production of light, heat, or sound; transfer of material or pattern from one object to the other; or alteration of shape of one or both objects'}, 'event_confidence': 0.8999570608139038}]}"
0,Ant tackle boat.,"{'sen_id': 1438, 'sentence': 'Ant tackle boat.', 'predicted_mentions': []}"
0,Soil absorb rain.,"{'sen_id': 1439, 'sentence': 'Soil absorb rain.', 'predicted_mentions': [{'sentence_offset': [5, 11], 'trigger_words': 'absorb', 'trigger_confidence': 0.9818599820137024, 'event_type': {'xpo_node': 'DWD_Q1758948', 'name': 'absorption', 'description': 'transfer of sound energy into internal energy of the absorber'}, 'event_confidence': 0.944513201713562}]}"
1,Woman film sofa.,"{'sen_id': 1440, 'sentence': 'Woman film sofa.', 'predicted_mentions': []}"
1,Baboon ride camel.,"{'sen_id': 1441, 'sentence': 'Baboon ride camel.', 'predicted_mentions': [{'sentence_offset': [7, 11], 'trigger_words': 'ride', 'trigger_confidence': 0.9151983261108398, 'event_type': {'xpo_node': 'DWD_Q1411690', 'name': 'trail_riding', 'description': 'horse riding on a trail'}, 'event_confidence': 0.8263221979141235}]}"
0,Stove chill table.,"{'sen_id': 1442, 'sentence': 'Stove chill table.', 'predicted_mentions': []}"
0,Child tug car.,"{'sen_id': 1443, 'sentence': 'Child tug car.', 'predicted_mentions': []}"
0,Girl eat shovel.,"{'sen_id': 1444, 'sentence': 'Girl eat shovel.', 'predicted_mentions': [{'sentence_offset': [5, 8], 'trigger_words': 'eat', 'trigger_confidence': 0.5017514228820801, 'event_type': {'xpo_node': 'DWD_Q15361145', 'name': 'eating_party', 'description': 'festive event centered on a meal'}, 'event_confidence': 0.9638397693634033}]}"
0,Man toss smoke.,"{'sen_id': 1445, 'sentence': 'Man toss smoke.', 'predicted_mentions': []}"
1,Pipe ejaculate cream.,"{'sen_id': 1446, 'sentence': 'Pipe ejaculate cream.', 'predicted_mentions': []}"
0,Infant snatch car.,"{'sen_id': 1447, 'sentence': 'Infant snatch car.', 'predicted_mentions': []}"
0,Desert absorb rubber.,"{'sen_id': 1448, 'sentence': 'Desert absorb rubber.', 'predicted_mentions': [{'sentence_offset': [7, 13], 'trigger_words': 'absorb', 'trigger_confidence': 0.9805537462234497, 'event_type': {'xpo_node': 'DWD_Q1758948', 'name': 'absorption', 'description': 'transfer of sound energy into internal energy of the absorber'}, 'event_confidence': 0.9496329426765442}]}"
1,Child grip bread.,"{'sen_id': 1449, 'sentence': 'Child grip bread.', 'predicted_mentions': []}"
0,Hay construct boat.,"{'sen_id': 1450, 'sentence': 'Hay construct boat.', 'predicted_mentions': [{'sentence_offset': [4, 13], 'trigger_words': 'construct', 'trigger_confidence': 0.9184359312057495, 'event_type': {'xpo_node': 'DWD_Q385378', 'name': 'construction', 'description': 'process that consists of the building or assembling of a building or infrastructure'}, 'event_confidence': 0.7882277965545654}]}"
0,Dog lick smoke.,"{'sen_id': 1451, 'sentence': 'Dog lick smoke.', 'predicted_mentions': []}"
1,Knife erase text.,"{'sen_id': 1452, 'sentence': 'Knife erase text.', 'predicted_mentions': []}"
0,Infant grip water.,"{'sen_id': 1453, 'sentence': 'Infant grip water.', 'predicted_mentions': []}"
1,Glue fuse metal.,"{'sen_id': 1454, 'sentence': 'Glue fuse metal.', 'predicted_mentions': [{'sentence_offset': [5, 9], 'trigger_words': 'fuse', 'trigger_confidence': 0.5020419359207153, 'event_type': {'xpo_node': 'DWD_Q12797896', 'name': 'frame', 'description': 'general term for something that forms a connection for an abstract or concrete object'}, 'event_confidence': 0.7652313709259033}]}"
0,Infant sew boat.,"{'sen_id': 1455, 'sentence': 'Infant sew boat.', 'predicted_mentions': []}"
0,Ant smash pebbles.,"{'sen_id': 1456, 'sentence': 'Ant smash pebbles.', 'predicted_mentions': []}"
1,Sword sharpen pencil.,"{'sen_id': 1457, 'sentence': 'Sword sharpen pencil.', 'predicted_mentions': []}"
1,Stick fold cloth.,"{'sen_id': 1458, 'sentence': 'Stick fold cloth.', 'predicted_mentions': []}"
0,Bird stretch pebbles.,"{'sen_id': 1459, 'sentence': 'Bird stretch pebbles.', 'predicted_mentions': []}"
0,Wolf chew skyscraper.,"{'sen_id': 1460, 'sentence': 'Wolf chew skyscraper.', 'predicted_mentions': []}"
0,Dog stomp gorilla.,"{'sen_id': 1461, 'sentence': 'Dog stomp gorilla.', 'predicted_mentions': []}"
0,Nail slash rock.,"{'sen_id': 1462, 'sentence': 'Nail slash rock.', 'predicted_mentions': []}"
1,Girl chew dust.,"{'sen_id': 1463, 'sentence': 'Girl chew dust.', 'predicted_mentions': []}"
1,Scissors trim rabbit.,"{'sen_id': 1464, 'sentence': 'Scissors trim rabbit.', 'predicted_mentions': []}"
0,Octopus grope cream.,"{'sen_id': 1465, 'sentence': 'Octopus grope cream.', 'predicted_mentions': []}"
0,Rabbit seize elephant.,"{'sen_id': 1466, 'sentence': 'Rabbit seize elephant.', 'predicted_mentions': []}"
0,Hair shake rock.,"{'sen_id': 1467, 'sentence': 'Hair shake rock.', 'predicted_mentions': []}"
1,Man stroke cat.,"{'sen_id': 1468, 'sentence': 'Man stroke cat.', 'predicted_mentions': []}"
0,Man count mud.,"{'sen_id': 1469, 'sentence': 'Man count mud.', 'predicted_mentions': [{'sentence_offset': [4, 9], 'trigger_words': 'count', 'trigger_confidence': 0.9204890131950378, 'event_type': {'xpo_node': 'DWD_Q247154', 'name': 'counting', 'description': 'action of finding the number of elements of a finite set of objects'}, 'event_confidence': 0.860560953617096}]}"
1,Water wet purse.,"{'sen_id': 1470, 'sentence': 'Water wet purse.', 'predicted_mentions': [{'sentence_offset': [6, 9], 'trigger_words': 'wet', 'trigger_confidence': 0.5011876821517944, 'event_type': {'xpo_node': 'DWD_Q817136', 'name': 'wetting', 'description': 'ability of a liquid to maintain contact with a solid surface, resulting from intermolecular interactions when the two are brought together'}, 'event_confidence': 0.8737945556640625}]}"
0,Cat knit rug.,"{'sen_id': 1471, 'sentence': 'Cat knit rug.', 'predicted_mentions': [{'sentence_offset': [4, 8], 'trigger_words': 'knit', 'trigger_confidence': 0.7463414669036865, 'event_type': {'xpo_node': 'DWD_Q1920065', 'name': 'quilting', 'description': 'process of sewing layers of fabric together to make a padded material'}, 'event_confidence': 0.8856326341629028}]}"
0,Spatula flatten wheel.,"{'sen_id': 1472, 'sentence': 'Spatula flatten wheel.', 'predicted_mentions': [{'sentence_offset': [8, 15], 'trigger_words': 'flatten', 'trigger_confidence': 0.8417786359786987, 'event_type': {'xpo_node': 'DWD_Q1967135', 'name': 'centrifugation', 'description': 'The application of centrifugal force to separate particles or molecules by size or density in/from a solution.'}, 'event_confidence': 0.778777003288269}]}"
1,Knife cut shirt.,"{'sen_id': 1473, 'sentence': 'Knife cut shirt.', 'predicted_mentions': [{'sentence_offset': [6, 9], 'trigger_words': 'cut', 'trigger_confidence': 0.8962105512619019, 'event_type': {'xpo_node': 'DWD_Q192047', 'name': 'machining', 'description': 'process in which a piece of raw material is cut into a desired final shape and size by a controlled material-removal process; manufacturing process'}, 'event_confidence': 0.7835091948509216}]}"
1,Horse flip dog.,"{'sen_id': 1474, 'sentence': 'Horse flip dog.', 'predicted_mentions': []}"
1,Woman exhale smoke.,"{'sen_id': 1475, 'sentence': 'Woman exhale smoke.', 'predicted_mentions': [{'sentence_offset': [6, 12], 'trigger_words': 'exhale', 'trigger_confidence': 0.5876436829566956, 'event_type': {'xpo_node': 'DWD_Q2248357', 'name': 'huffing', 'description': 'illicit use of chemical vapors, inhaled to produce a rapid mind-altering effect'}, 'event_confidence': 0.6527230143547058}]}"
1,Man ride scooter.,"{'sen_id': 1476, 'sentence': 'Man ride scooter.', 'predicted_mentions': [{'sentence_offset': [4, 8], 'trigger_words': 'ride', 'trigger_confidence': 0.8552075624465942, 'event_type': {'xpo_node': 'DWD_Q1411690', 'name': 'trail_riding', 'description': 'horse riding on a trail'}, 'event_confidence': 0.8490495681762695}]}"
1,Boat contain dog.,"{'sen_id': 1477, 'sentence': 'Boat contain dog.', 'predicted_mentions': [{'sentence_offset': [5, 12], 'trigger_words': 'contain', 'trigger_confidence': 0.898583173751831, 'event_type': {'xpo_node': 'DWD_Q62069734', 'name': 'filling', 'description': 'process of adding contentsand making full'}, 'event_confidence': 0.8687123656272888}]}"
1,Monkey move pebble.,"{'sen_id': 1478, 'sentence': 'Monkey move pebble.', 'predicted_mentions': [{'sentence_offset': [7, 11], 'trigger_words': 'move', 'trigger_confidence': 0.7185531854629517, 'event_type': {'xpo_node': 'DWD_Q79782', 'name': 'motion', 'description': 'change in position of an object over time; a body is said to be in motion if it changes its position with respect to its immediate surroundings'}, 'event_confidence': 0.8847558498382568}]}"
1,Sun warm pebbles.,"{'sen_id': 1479, 'sentence': 'Sun warm pebbles.', 'predicted_mentions': []}"
0,Infant exhale house.,"{'sen_id': 1480, 'sentence': 'Infant exhale house.', 'predicted_mentions': []}"
0,Elephant tick ant.,"{'sen_id': 1481, 'sentence': 'Elephant tick ant.', 'predicted_mentions': []}"
1,Ant heave pea.,"{'sen_id': 1482, 'sentence': 'Ant heave pea.', 'predicted_mentions': []}"
0,Crane lift paper.,"{'sen_id': 1483, 'sentence': 'Crane lift paper.', 'predicted_mentions': []}"
1,Wolf lick frosting.,"{'sen_id': 1484, 'sentence': 'Wolf lick frosting.', 'predicted_mentions': []}"
0,Man close rock.,"{'sen_id': 1485, 'sentence': 'Man close rock.', 'predicted_mentions': []}"
0,Girl bite lake.,"{'sen_id': 1486, 'sentence': 'Girl bite lake.', 'predicted_mentions': [{'sentence_offset': [5, 9], 'trigger_words': 'bite', 'trigger_confidence': 0.8371191024780273, 'event_type': {'xpo_node': 'DWD_Q4918888', 'name': 'biting', 'description': 'behaviour of opening and closing the jaw found in many animals'}, 'event_confidence': 0.9567716121673584}]}"
0,Man chafe water.,"{'sen_id': 1487, 'sentence': 'Man chafe water.', 'predicted_mentions': []}"
1,Boot flatten shirt.,"{'sen_id': 1488, 'sentence': 'Boot flatten shirt.', 'predicted_mentions': [{'sentence_offset': [5, 12], 'trigger_words': 'flatten', 'trigger_confidence': 0.8846791982650757, 'event_type': {'xpo_node': 'DWD_Q43111921', 'name': 'rolling', 'description': 'process of flattening land or breaking up large clumps of soil'}, 'event_confidence': 0.7650856971740723}]}"
0,Man choke elephant.,"{'sen_id': 1489, 'sentence': 'Man choke elephant.', 'predicted_mentions': []}"
1,Boat contain lion.,"{'sen_id': 1490, 'sentence': 'Boat contain lion.', 'predicted_mentions': [{'sentence_offset': [5, 12], 'trigger_words': 'contain', 'trigger_confidence': 0.9270464777946472, 'event_type': {'xpo_node': 'DWD_Q62069734', 'name': 'filling', 'description': 'process of adding contentsand making full'}, 'event_confidence': 0.9013716578483582}]}"
0,Room vent milk.,"{'sen_id': 1491, 'sentence': 'Room vent milk.', 'predicted_mentions': []}"
0,Wool sever shirt.,"{'sen_id': 1492, 'sentence': 'Wool sever shirt.', 'predicted_mentions': []}"
1,Child slam door.,"{'sen_id': 1493, 'sentence': 'Child slam door.', 'predicted_mentions': []}"
0,Brother hurt chair.,"{'sen_id': 1494, 'sentence': 'Brother hurt chair.', 'predicted_mentions': [{'sentence_offset': [8, 12], 'trigger_words': 'hurt', 'trigger_confidence': 0.7556120157241821, 'event_type': {'xpo_node': 'DWD_Q574491', 'name': 'bruise', 'description': 'Type of hematoma'}, 'event_confidence': 0.6753131151199341}]}"
1,Oven heat food.,"{'sen_id': 1495, 'sentence': 'Oven heat food.', 'predicted_mentions': []}"
0,Dog pluck pumpkin.,"{'sen_id': 1496, 'sentence': 'Dog pluck pumpkin.', 'predicted_mentions': []}"
1,Oven warm food.,"{'sen_id': 1497, 'sentence': 'Oven warm food.', 'predicted_mentions': []}"
0,Tree leak gas.,"{'sen_id': 1498, 'sentence': 'Tree leak gas.', 'predicted_mentions': [{'sentence_offset': [5, 9], 'trigger_words': 'leak', 'trigger_confidence': 0.6011160612106323, 'event_type': {'xpo_node': 'DWD_Q1349983', 'name': 'leak', 'description': 'process of fluid escaping containment'}, 'event_confidence': 0.9274948239326477}]}"
