text,original_label,label,event_type
Angel announces birth.,plausible,1,"{'sen_id': 1395, 'sentence': 'Angel announces birth.', 'predicted_mentions': [{'sentence_offset': [6, 15], 'trigger_words': 'announces', 'trigger_confidence': 0.975095808506012, 'event_type': {'xpo_node': 'DWD_Q567303', 'name': 'announcement', 'description': 'printed, spoken, or published statement or notice of an event or other news'}, 'event_confidence': 0.9931134581565857}, {'sentence_offset': [16, 21], 'trigger_words': 'birth', 'trigger_confidence': 0.84197998046875, 'event_type': {'xpo_node': 'DWD_Q182207', 'name': 'coitus_interruptus', 'description': 'method of birth-control'}, 'event_confidence': 0.8270328044891357}]}"
Orator internalizes effect.,implausible,1,"{'sen_id': 1396, 'sentence': 'Orator internalizes effect.', 'predicted_mentions': []}"
Valve occupies space.,plausible,1,"{'sen_id': 1397, 'sentence': 'Valve occupies space.', 'predicted_mentions': [{'sentence_offset': [6, 14], 'trigger_words': 'occupies', 'trigger_confidence': 0.9412335157394409, 'event_type': {'xpo_node': 'DWD_Q3454555', 'name': 'dominance', 'description': 'inheritance pattern of a gene'}, 'event_confidence': 0.6922742128372192}]}"
Retardation inaugurates distance.,implausible,1,"{'sen_id': 1398, 'sentence': 'Retardation inaugurates distance.', 'predicted_mentions': []}"
Earthquake hits island.,plausible,1,"{'sen_id': 1399, 'sentence': 'Earthquake hits island.', 'predicted_mentions': [{'sentence_offset': [0, 10], 'trigger_words': 'Earthquake', 'trigger_confidence': 0.622703492641449, 'event_type': {'xpo_node': 'DWD_Q308442', 'name': 'aftershock', 'description': 'smaller earthquake that occurs after a previous large earthquake'}, 'event_confidence': 0.9276984930038452}, {'sentence_offset': [11, 15], 'trigger_words': 'hits', 'trigger_confidence': 0.9113894701004028, 'event_type': {'xpo_node': 'DWD_Q3242199', 'name': 'strike', 'description': 'directed physical attack'}, 'event_confidence': 0.8722436428070068}]}"
Machination sweeps allegation.,implausible,1,"{'sen_id': 1400, 'sentence': 'Machination sweeps allegation.', 'predicted_mentions': []}"
Town admires gearbox.,implausible,0,"{'sen_id': 1401, 'sentence': 'Town admires gearbox.', 'predicted_mentions': []}"
Beginning steals story.,implausible,1,"{'sen_id': 1402, 'sentence': 'Beginning steals story.', 'predicted_mentions': [{'sentence_offset': [10, 16], 'trigger_words': 'steals', 'trigger_confidence': 0.9407497644424438, 'event_type': {'xpo_node': 'DWD_Q2727213', 'name': 'theft', 'description': ""act of taking another's property without permission or consent""}, 'event_confidence': 0.9494516849517822}]}"
Precursor praises modernization.,implausible,1,"{'sen_id': 1403, 'sentence': 'Precursor praises modernization.', 'predicted_mentions': [{'sentence_offset': [10, 17], 'trigger_words': 'praises', 'trigger_confidence': 0.9522761106491089, 'event_type': {'xpo_node': 'DWD_Q1208425', 'name': 'praise', 'description': ""positive evaluations made by a person of another's products, performances, or attributes""}, 'event_confidence': 0.9926808476448059}, {'sentence_offset': [18, 31], 'trigger_words': 'modernization', 'trigger_confidence': 0.7828958034515381, 'event_type': {'xpo_node': 'DWD_Q878526', 'name': 'modernization', 'description': 'transformation of a society or culture from a traditional to a modern form (e.g. via democratisation, industrialisation, urbanisation, individualisation, globalisation or bureaucracy)'}, 'event_confidence': 0.9788903594017029}]}"
Crash flies characteristic.,implausible,1,"{'sen_id': 1404, 'sentence': 'Crash flies characteristic.', 'predicted_mentions': []}"
Project strengthens unity.,plausible,1,"{'sen_id': 1405, 'sentence': 'Project strengthens unity.', 'predicted_mentions': []}"
Lawn inhibits cockroach.,plausible,1,"{'sen_id': 1406, 'sentence': 'Lawn inhibits cockroach.', 'predicted_mentions': [{'sentence_offset': [5, 13], 'trigger_words': 'inhibits', 'trigger_confidence': 0.8027575016021729, 'event_type': {'xpo_node': 'DWD_Q1663521', 'name': 'inhibition', 'description': 'term in neurology'}, 'event_confidence': 0.8398566842079163}]}"
Movement affects number.,plausible,1,"{'sen_id': 1407, 'sentence': 'Movement affects number.', 'predicted_mentions': [{'sentence_offset': [0, 8], 'trigger_words': 'Movement', 'trigger_confidence': 0.6398725509643555, 'event_type': {'xpo_node': 'DWD_Q79782', 'name': 'motion', 'description': 'change in position of an object over time; a body is said to be in motion if it changes its position with respect to its immediate surroundings'}, 'event_confidence': 0.896798849105835}]}"
Experience shows purpose.,plausible,1,"{'sen_id': 1408, 'sentence': 'Experience shows purpose.', 'predicted_mentions': [{'sentence_offset': [0, 10], 'trigger_words': 'Experience', 'trigger_confidence': 0.5799949169158936, 'event_type': {'xpo_node': 'DWD_Q1355387', 'name': 'experience', 'description': 'emotionally significant event in the individual life of a person'}, 'event_confidence': 0.9910356998443604}]}"
Beginning mentions side.,implausible,0,"{'sen_id': 1409, 'sentence': 'Beginning mentions side.', 'predicted_mentions': []}"
Syndicate reevaluates part.,implausible,1,"{'sen_id': 1410, 'sentence': 'Syndicate reevaluates part.', 'predicted_mentions': [{'sentence_offset': [10, 21], 'trigger_words': 'reevaluates', 'trigger_confidence': 0.9206515550613403, 'event_type': {'xpo_node': 'DWD_Q16944486', 'name': 'elaboration', 'description': 'the process of developing or presenting a theory, policy, or system in further detail'}, 'event_confidence': 0.8949505686759949}]}"
Car praises performance.,plausible,0,"{'sen_id': 1411, 'sentence': 'Car praises performance.', 'predicted_mentions': [{'sentence_offset': [4, 11], 'trigger_words': 'praises', 'trigger_confidence': 0.8922469019889832, 'event_type': {'xpo_node': 'DWD_Q1208425', 'name': 'praise', 'description': ""positive evaluations made by a person of another's products, performances, or attributes""}, 'event_confidence': 0.9880654215812683}, {'sentence_offset': [12, 23], 'trigger_words': 'performance', 'trigger_confidence': 0.6414942741394043, 'event_type': {'xpo_node': 'DWD_Q1208425', 'name': 'praise', 'description': ""positive evaluations made by a person of another's products, performances, or attributes""}, 'event_confidence': 0.9396417737007141}]}"
Market inherits museum.,implausible,1,"{'sen_id': 1412, 'sentence': 'Market inherits museum.', 'predicted_mentions': [{'sentence_offset': [7, 15], 'trigger_words': 'inherits', 'trigger_confidence': 0.736061692237854, 'event_type': {'xpo_node': 'DWD_Q200303', 'name': 'inheritance', 'description': 'practice of passing on property upon the death of individuals'}, 'event_confidence': 0.9831950068473816}]}"
Abuser exploits atmosphere.,plausible,1,"{'sen_id': 1413, 'sentence': 'Abuser exploits atmosphere.', 'predicted_mentions': [{'sentence_offset': [0, 6], 'trigger_words': 'Abuser', 'trigger_confidence': 0.717363715171814, 'event_type': {'xpo_node': 'DWD_Q3240539', 'name': 'harassment', 'description': 'wide range of behaviours of an offensive nature, commonly understood as behavior that demeans, humiliates or embarrasses a person, and it is characteristically identified by its unlikelihood in terms of social and moral reasonableness'}, 'event_confidence': 0.9746379852294922}]}"
Researcher denounces mismanagement.,implausible,1,"{'sen_id': 1414, 'sentence': 'Researcher denounces mismanagement.', 'predicted_mentions': [{'sentence_offset': [11, 20], 'trigger_words': 'denounces', 'trigger_confidence': 0.912056028842926, 'event_type': {'xpo_node': 'DWD_Q1189956', 'name': 'denunciation', 'description': 'accusation or complaint against a person or group'}, 'event_confidence': 0.9423651099205017}]}"
Role shouts nectar.,implausible,1,"{'sen_id': 1415, 'sentence': 'Role shouts nectar.', 'predicted_mentions': [{'sentence_offset': [5, 11], 'trigger_words': 'shouts', 'trigger_confidence': 0.9698491096496582, 'event_type': {'xpo_node': 'DWD_Q1932016', 'name': 'shout', 'description': 'loud vocalization'}, 'event_confidence': 0.9687559604644775}]}"
Decision sets stage.,plausible,1,"{'sen_id': 1416, 'sentence': 'Decision sets stage.', 'predicted_mentions': []}"
Performer pinpoints role.,plausible,1,"{'sen_id': 1417, 'sentence': 'Performer pinpoints role.', 'predicted_mentions': []}"
Resin reinvigorates attitude.,implausible,1,"{'sen_id': 1418, 'sentence': 'Resin reinvigorates attitude.', 'predicted_mentions': []}"
Pit contains kidnapping.,implausible,0,"{'sen_id': 1419, 'sentence': 'Pit contains kidnapping.', 'predicted_mentions': [{'sentence_offset': [4, 12], 'trigger_words': 'contains', 'trigger_confidence': 0.934248685836792, 'event_type': {'xpo_node': 'DWD_Q62069734', 'name': 'filling', 'description': 'process of adding contentsand making full'}, 'event_confidence': 0.9334740042686462}, {'sentence_offset': [13, 23], 'trigger_words': 'kidnapping', 'trigger_confidence': 0.8573547005653381, 'event_type': {'xpo_node': 'DWD_Q318296', 'name': 'kidnapping', 'description': ""taking away or transportation of a person against that person's will""}, 'event_confidence': 0.9684572219848633}]}"
Flag increases nationalism.,plausible,1,"{'sen_id': 1420, 'sentence': 'Flag increases nationalism.', 'predicted_mentions': []}"
Study envelops transport.,implausible,1,"{'sen_id': 1421, 'sentence': 'Study envelops transport.', 'predicted_mentions': []}"
Person make tool.,plausible,1,"{'sen_id': 1422, 'sentence': 'Person make tool.', 'predicted_mentions': [{'sentence_offset': [7, 11], 'trigger_words': 'make', 'trigger_confidence': 0.9139683246612549, 'event_type': {'xpo_node': 'DWD_Q953045', 'name': 'metalworking', 'description': 'process of making items from metal; production and processing of shaped workpieces made of metals'}, 'event_confidence': 0.5511086583137512}]}"
Scope fetches maximization.,implausible,0,"{'sen_id': 1423, 'sentence': 'Scope fetches maximization.', 'predicted_mentions': []}"
Objective secures town.,plausible,1,"{'sen_id': 1424, 'sentence': 'Objective secures town.', 'predicted_mentions': []}"
Leadership begins preparation.,plausible,1,"{'sen_id': 1425, 'sentence': 'Leadership begins preparation.', 'predicted_mentions': []}"
Earth stabilizes title.,implausible,0,"{'sen_id': 1426, 'sentence': 'Earth stabilizes title.', 'predicted_mentions': [{'sentence_offset': [6, 16], 'trigger_words': 'stabilizes', 'trigger_confidence': 0.9793779253959656, 'event_type': {'xpo_node': 'DWD_Q978423', 'name': 'hardening', 'description': 'process of securing a system by reducing its surface of vulnerability, which is larger when a system performs more functions; in principle a single-function system is more secure than a multipurpose one'}, 'event_confidence': 0.866015613079071}]}"
Conservation magnifies shelter.,implausible,1,"{'sen_id': 1427, 'sentence': 'Conservation magnifies shelter.', 'predicted_mentions': [{'sentence_offset': [0, 12], 'trigger_words': 'Conservation', 'trigger_confidence': 0.5399201512336731, 'event_type': {'xpo_node': 'DWD_Q20113959', 'name': 'nature_conservation', 'description': 'conservation of nature'}, 'event_confidence': 0.8452666401863098}]}"
Challenge provides person.,plausible,0,"{'sen_id': 1428, 'sentence': 'Challenge provides person.', 'predicted_mentions': [{'sentence_offset': [10, 18], 'trigger_words': 'provides', 'trigger_confidence': 0.8789005875587463, 'event_type': {'xpo_node': 'DWD_Q867393', 'name': 'amenity', 'description': 'infrastructure available for use and improving quality of life'}, 'event_confidence': 0.9918117523193359}]}"
Poem combines pride.,plausible,1,"{'sen_id': 1429, 'sentence': 'Poem combines pride.', 'predicted_mentions': [{'sentence_offset': [5, 13], 'trigger_words': 'combines', 'trigger_confidence': 0.9115252494812012, 'event_type': {'xpo_node': 'DWD_Q504635', 'name': 'crossover', 'description': 'term applied to musical works or performers combining two or more genres'}, 'event_confidence': 0.9848462343215942}, {'sentence_offset': [14, 19], 'trigger_words': 'pride', 'trigger_confidence': 0.9021461606025696, 'event_type': {'xpo_node': 'DWD_Q51406', 'name': 'gay_pride', 'description': 'positive stance toward LGBTQ+ people, opposing any stigma, discrimination, or violence'}, 'event_confidence': 0.9767494797706604}]}"
Tribe introduces bison.,plausible,0,"{'sen_id': 1430, 'sentence': 'Tribe introduces bison.', 'predicted_mentions': [{'sentence_offset': [6, 16], 'trigger_words': 'introduces', 'trigger_confidence': 0.7107118368148804, 'event_type': {'xpo_node': 'DWD_Q11612751', 'name': 'introduction', 'description': 'act of introducing oneself'}, 'event_confidence': 0.9764513969421387}]}"
Tape revolutionizes flask.,implausible,0,"{'sen_id': 1431, 'sentence': 'Tape revolutionizes flask.', 'predicted_mentions': []}"
Heat catches cyclist.,implausible,0,"{'sen_id': 1432, 'sentence': 'Heat catches cyclist.', 'predicted_mentions': []}"
Discovery intersects library.,implausible,1,"{'sen_id': 1433, 'sentence': 'Discovery intersects library.', 'predicted_mentions': [{'sentence_offset': [10, 20], 'trigger_words': 'intersects', 'trigger_confidence': 0.9028322696685791, 'event_type': {'xpo_node': 'DWD_Q797225', 'name': 'interference', 'description': 'anything which modifies, or disrupts a communication signal'}, 'event_confidence': 0.7219062447547913}]}"
Indexing annihilates effect.,implausible,0,"{'sen_id': 1434, 'sentence': 'Indexing annihilates effect.', 'predicted_mentions': [{'sentence_offset': [9, 20], 'trigger_words': 'annihilates', 'trigger_confidence': 0.8901965618133545, 'event_type': {'xpo_node': 'DWD_Q7371358', 'name': 'rout', 'description': ""Disorderly retreat of troops from a battlefield following a collapse in a given unit's command authority.""}, 'event_confidence': 0.8147836327552795}]}"
Mob overruns palace.,plausible,1,"{'sen_id': 1435, 'sentence': 'Mob overruns palace.', 'predicted_mentions': []}"
Navy displeases screen.,implausible,0,"{'sen_id': 1436, 'sentence': 'Navy displeases screen.', 'predicted_mentions': [{'sentence_offset': [5, 15], 'trigger_words': 'displeases', 'trigger_confidence': 0.644401490688324, 'event_type': {'xpo_node': 'DWD_Q1340459', 'name': 'insect_repellent', 'description': 'substance which repels insects'}, 'event_confidence': 0.799431324005127}]}"
Variable reads area.,implausible,1,"{'sen_id': 1437, 'sentence': 'Variable reads area.', 'predicted_mentions': []}"
Report alleges irregularity.,plausible,1,"{'sen_id': 1438, 'sentence': 'Report alleges irregularity.', 'predicted_mentions': [{'sentence_offset': [0, 6], 'trigger_words': 'Report', 'trigger_confidence': 0.9271216988563538, 'event_type': {'xpo_node': 'DWD_Q60050485', 'name': 'reporting', 'description': 'producing a report (oral or written)'}, 'event_confidence': 0.9811432361602783}]}"
Constituency covers city.,plausible,1,"{'sen_id': 1439, 'sentence': 'Constituency covers city.', 'predicted_mentions': []}"
Case illustrates parallelism.,plausible,1,"{'sen_id': 1440, 'sentence': 'Case illustrates parallelism.', 'predicted_mentions': [{'sentence_offset': [5, 16], 'trigger_words': 'illustrates', 'trigger_confidence': 0.9744315147399902, 'event_type': {'xpo_node': 'DWD_Q21550668', 'name': 'illustration', 'description': 'process of providing drawings or other pictures intended to elucidate a description, story, or other written material'}, 'event_confidence': 0.9674065113067627}]}"
Infant needs assistance.,plausible,1,"{'sen_id': 1441, 'sentence': 'Infant needs assistance.', 'predicted_mentions': [{'sentence_offset': [13, 23], 'trigger_words': 'assistance', 'trigger_confidence': 0.8409824967384338, 'event_type': {'xpo_node': 'DWD_Q107280686', 'name': 'humanitarian_activity', 'description': 'human activity involving assistance to others and improvement of conditions for humanity'}, 'event_confidence': 0.9938871264457703}]}"
Child predates neuron.,implausible,1,"{'sen_id': 1442, 'sentence': 'Child predates neuron.', 'predicted_mentions': []}"
Controversy dominates sport.,plausible,1,"{'sen_id': 1443, 'sentence': 'Controversy dominates sport.', 'predicted_mentions': [{'sentence_offset': [12, 21], 'trigger_words': 'dominates', 'trigger_confidence': 0.9818843007087708, 'event_type': {'xpo_node': 'DWD_Q3454555', 'name': 'dominance', 'description': 'inheritance pattern of a gene'}, 'event_confidence': 0.9638538360595703}]}"
Foundation runs workshop.,plausible,1,"{'sen_id': 1444, 'sentence': 'Foundation runs workshop.', 'predicted_mentions': []}"
Neurology loves orchard.,implausible,0,"{'sen_id': 1445, 'sentence': 'Neurology loves orchard.', 'predicted_mentions': [{'sentence_offset': [10, 15], 'trigger_words': 'loves', 'trigger_confidence': 0.9496909976005554, 'event_type': {'xpo_node': 'DWD_Q316', 'name': 'love', 'description': 'strong, positive emotion based on affection'}, 'event_confidence': 0.9685216546058655}]}"
Page instigates container.,implausible,0,"{'sen_id': 1446, 'sentence': 'Page instigates container.', 'predicted_mentions': []}"
Nation sends representative.,plausible,1,"{'sen_id': 1447, 'sentence': 'Nation sends representative.', 'predicted_mentions': []}"
Letter equates birth.,plausible,0,"{'sen_id': 1448, 'sentence': 'Letter equates birth.', 'predicted_mentions': [{'sentence_offset': [15, 20], 'trigger_words': 'birth', 'trigger_confidence': 0.6759014129638672, 'event_type': {'xpo_node': 'DWD_Q182207', 'name': 'coitus_interruptus', 'description': 'method of birth-control'}, 'event_confidence': 0.7777671813964844}]}"
Conspirator carries manifesto.,plausible,1,"{'sen_id': 1449, 'sentence': 'Conspirator carries manifesto.', 'predicted_mentions': [{'sentence_offset': [0, 11], 'trigger_words': 'Conspirator', 'trigger_confidence': 0.6571837663650513, 'event_type': {'xpo_node': 'DWD_Q930164', 'name': 'conspiracy', 'description': 'secret plan or agreement for an unlawful or harmful purpose, especially with political motivation'}, 'event_confidence': 0.9120645523071289}, {'sentence_offset': [12, 19], 'trigger_words': 'carries', 'trigger_confidence': 0.981393039226532, 'event_type': {'xpo_node': 'DWD_Q61707958', 'name': 'carrying', 'description': 'lifting and transporting something'}, 'event_confidence': 0.9849559664726257}]}"
Spacecraft paints lease.,implausible,0,"{'sen_id': 1450, 'sentence': 'Spacecraft paints lease.', 'predicted_mentions': [{'sentence_offset': [18, 23], 'trigger_words': 'lease', 'trigger_confidence': 0.641964852809906, 'event_type': {'xpo_node': 'DWD_Q63442113', 'name': 'batik', 'description': 'type of resist dyeing using wax as the resist'}, 'event_confidence': 0.7481803894042969}]}"
Withdrawal stifles chair.,implausible,1,"{'sen_id': 1451, 'sentence': 'Withdrawal stifles chair.', 'predicted_mentions': [{'sentence_offset': [0, 10], 'trigger_words': 'Withdrawal', 'trigger_confidence': 0.5888630151748657, 'event_type': {'xpo_node': 'DWD_Q99496317', 'name': 'withdrawal', 'description': 'act that ends a situation prematurely, taken by the party that initiated it'}, 'event_confidence': 0.9709204435348511}]}"
Hospital dismantles fame.,implausible,0,"{'sen_id': 1452, 'sentence': 'Hospital dismantles fame.', 'predicted_mentions': [{'sentence_offset': [9, 19], 'trigger_words': 'dismantles', 'trigger_confidence': 0.9709877371788025, 'event_type': {'xpo_node': 'DWD_Q1938123', 'name': 'nuclear_decommissioning', 'description': 'process whereby a nuclear power plant site is dismantled'}, 'event_confidence': 0.7362715601921082}]}"
Soldier postulates compulsion.,implausible,1,"{'sen_id': 1453, 'sentence': 'Soldier postulates compulsion.', 'predicted_mentions': [{'sentence_offset': [8, 18], 'trigger_words': 'postulates', 'trigger_confidence': 0.7582055330276489, 'event_type': {'xpo_node': 'DWD_Q5778915', 'name': 'sketch_show', 'description': 'radio and television format; television genre; radio genre'}, 'event_confidence': 0.7497220635414124}]}"
Variation survives clown.,implausible,1,"{'sen_id': 1454, 'sentence': 'Variation survives clown.', 'predicted_mentions': [{'sentence_offset': [0, 9], 'trigger_words': 'Variation', 'trigger_confidence': 0.8717384338378906, 'event_type': {'xpo_node': 'DWD_Q1412366', 'name': 'fictionalisation', 'description': 'presentation of real events that is not completely based on facts but also on the imagination of the author'}, 'event_confidence': 0.8937467932701111}, {'sentence_offset': [10, 18], 'trigger_words': 'survives', 'trigger_confidence': 0.9619057774543762, 'event_type': {'xpo_node': 'DWD_Q104482419', 'name': 'survival', 'description': 'act of being still alive after a threatening or dangerous situation'}, 'event_confidence': 0.9762247204780579}]}"
Salamander sends moon.,implausible,0,"{'sen_id': 1455, 'sentence': 'Salamander sends moon.', 'predicted_mentions': []}"
Minority renders foreword.,implausible,0,"{'sen_id': 1456, 'sentence': 'Minority renders foreword.', 'predicted_mentions': []}"
Practitioner reaches illumination.,plausible,1,"{'sen_id': 1457, 'sentence': 'Practitioner reaches illumination.', 'predicted_mentions': [{'sentence_offset': [21, 33], 'trigger_words': 'illumination', 'trigger_confidence': 0.536535382270813, 'event_type': {'xpo_node': 'DWD_Q1043197', 'name': 'divination', 'description': 'attempt to gain insight into a question or situation by way of an occultic, standardized process or ritual'}, 'event_confidence': 0.9234597086906433}]}"
Variable alludes space.,implausible,0,"{'sen_id': 1458, 'sentence': 'Variable alludes space.', 'predicted_mentions': []}"
Heckler fertilizes training.,implausible,0,"{'sen_id': 1459, 'sentence': 'Heckler fertilizes training.', 'predicted_mentions': [{'sentence_offset': [8, 18], 'trigger_words': 'fertilizes', 'trigger_confidence': 0.9839829206466675, 'event_type': {'xpo_node': 'DWD_Q3482590', 'name': 'neutering', 'description': ""removal of an animal's reproductive organ""}, 'event_confidence': 0.6832979321479797}]}"
Guest receives ladle.,plausible,0,"{'sen_id': 1460, 'sentence': 'Guest receives ladle.', 'predicted_mentions': [{'sentence_offset': [6, 14], 'trigger_words': 'receives', 'trigger_confidence': 0.9815607070922852, 'event_type': {'xpo_node': 'DWD_Q83493081', 'name': 'reception', 'description': 'process of recovering a message, signal, or item that has been transmitted'}, 'event_confidence': 0.992239236831665}]}"
Company sends acceptance.,plausible,1,"{'sen_id': 1461, 'sentence': 'Company sends acceptance.', 'predicted_mentions': []}"
Word entails pup.,implausible,0,"{'sen_id': 1462, 'sentence': 'Word entails pup.', 'predicted_mentions': []}"
Presence dominates city.,plausible,1,"{'sen_id': 1463, 'sentence': 'Presence dominates city.', 'predicted_mentions': [{'sentence_offset': [9, 18], 'trigger_words': 'dominates', 'trigger_confidence': 0.9604633450508118, 'event_type': {'xpo_node': 'DWD_Q3454555', 'name': 'dominance', 'description': 'inheritance pattern of a gene'}, 'event_confidence': 0.9597944021224976}]}"
Rice represents mountain.,plausible,1,"{'sen_id': 1464, 'sentence': 'Rice represents mountain.', 'predicted_mentions': []}"
Exchange stimulates innovation.,plausible,1,"{'sen_id': 1465, 'sentence': 'Exchange stimulates innovation.', 'predicted_mentions': [{'sentence_offset': [0, 8], 'trigger_words': 'Exchange', 'trigger_confidence': 0.6644695401191711, 'event_type': {'xpo_node': 'DWD_Q76829851', 'name': 'exchange', 'description': 'replacement of defective goods'}, 'event_confidence': 0.9841132760047913}, {'sentence_offset': [9, 19], 'trigger_words': 'stimulates', 'trigger_confidence': 0.8544582724571228, 'event_type': {'xpo_node': 'DWD_Q21651837', 'name': 'exchange_of_goods', 'description': 'transfer of equivalent goods to each other'}, 'event_confidence': 0.8258633613586426}, {'sentence_offset': [20, 30], 'trigger_words': 'innovation', 'trigger_confidence': 0.5804669857025146, 'event_type': {'xpo_node': 'DWD_Q1723903', 'name': 'exchange', 'description': 'replacement of non-defective goods, in context of goodwill'}, 'event_confidence': 0.843092679977417}]}"
Variation diminishes chip.,implausible,1,"{'sen_id': 1466, 'sentence': 'Variation diminishes chip.', 'predicted_mentions': [{'sentence_offset': [0, 9], 'trigger_words': 'Variation', 'trigger_confidence': 0.8550583124160767, 'event_type': {'xpo_node': 'DWD_Q70467303', 'name': 'minimization', 'description': 'process of seeking to make a value as small as possible'}, 'event_confidence': 0.9050898551940918}]}"
Canal exposes noun.,implausible,1,"{'sen_id': 1467, 'sentence': 'Canal exposes noun.', 'predicted_mentions': [{'sentence_offset': [6, 13], 'trigger_words': 'exposes', 'trigger_confidence': 0.9643321633338928, 'event_type': {'xpo_node': 'DWD_Q1384726', 'name': 'exposure', 'description': 'in medical context, environmental influence on an object or living thing'}, 'event_confidence': 0.9797898530960083}]}"
Stairwell finds successor.,implausible,0,"{'sen_id': 1468, 'sentence': 'Stairwell finds successor.', 'predicted_mentions': [{'sentence_offset': [10, 15], 'trigger_words': 'finds', 'trigger_confidence': 0.97621750831604, 'event_type': {'xpo_node': 'DWD_Q12772819', 'name': 'discovery', 'description': 'act of detecting something new'}, 'event_confidence': 0.9035829305648804}]}"
Yard determines cathedral.,implausible,0,"{'sen_id': 1469, 'sentence': 'Yard determines cathedral.', 'predicted_mentions': [{'sentence_offset': [5, 15], 'trigger_words': 'determines', 'trigger_confidence': 0.9675461649894714, 'event_type': {'xpo_node': 'DWD_Q12778120', 'name': 'determination', 'description': 'establishment of a state or result or concept'}, 'event_confidence': 0.9375635385513306}]}"
Pie lure church.,implausible,0,"{'sen_id': 1470, 'sentence': 'Pie lure church.', 'predicted_mentions': []}"
Diver raises pressure.,plausible,1,"{'sen_id': 1471, 'sentence': 'Diver raises pressure.', 'predicted_mentions': []}"
Comedian wants stage.,plausible,1,"{'sen_id': 1472, 'sentence': 'Comedian wants stage.', 'predicted_mentions': []}"
Exercise unites garden.,implausible,1,"{'sen_id': 1473, 'sentence': 'Exercise unites garden.', 'predicted_mentions': []}"
Shield represents shield.,plausible,0,"{'sen_id': 1474, 'sentence': 'Shield represents shield.', 'predicted_mentions': []}"
Cat eats sardine.,plausible,1,"{'sen_id': 1475, 'sentence': 'Cat eats sardine.', 'predicted_mentions': [{'sentence_offset': [4, 8], 'trigger_words': 'eats', 'trigger_confidence': 0.9278871417045593, 'event_type': {'xpo_node': 'DWD_Q6460735', 'name': 'meals', 'description': 'eating that takes place at a specific time'}, 'event_confidence': 0.9509285688400269}]}"
Rupture brings anxiety.,plausible,1,"{'sen_id': 1476, 'sentence': 'Rupture brings anxiety.', 'predicted_mentions': []}"
Function reproduces building.,implausible,0,"{'sen_id': 1477, 'sentence': 'Function reproduces building.', 'predicted_mentions': [{'sentence_offset': [9, 19], 'trigger_words': 'reproduces', 'trigger_confidence': 0.871209979057312, 'event_type': {'xpo_node': 'DWD_Q11990', 'name': 'reproduction', 'description': 'the production of new individuals that contain some portion of genetic material inherited from one or more parent organisms'}, 'event_confidence': 0.9051890969276428}]}"
Director attaches accident.,implausible,1,"{'sen_id': 1478, 'sentence': 'Director attaches accident.', 'predicted_mentions': [{'sentence_offset': [9, 17], 'trigger_words': 'attaches', 'trigger_confidence': 0.689639687538147, 'event_type': {'xpo_node': 'DWD_Q1190058', 'name': 'physical_intimacy', 'description': 'sensual proximity or touching'}, 'event_confidence': 0.5872449278831482}]}"
Temperature permits efficiency.,plausible,1,"{'sen_id': 1479, 'sentence': 'Temperature permits efficiency.', 'predicted_mentions': []}"
Guide mentions altarpiece.,plausible,1,"{'sen_id': 1480, 'sentence': 'Guide mentions altarpiece.', 'predicted_mentions': []}"
Candidate opposes abortion.,plausible,1,"{'sen_id': 1481, 'sentence': 'Candidate opposes abortion.', 'predicted_mentions': [{'sentence_offset': [10, 17], 'trigger_words': 'opposes', 'trigger_confidence': 0.9838575720787048, 'event_type': {'xpo_node': 'DWD_Q2090618', 'name': 'objection', 'description': 'reason arguing against a premise, argument, or conclusion'}, 'event_confidence': 0.9665261507034302}, {'sentence_offset': [18, 26], 'trigger_words': 'abortion', 'trigger_confidence': 0.8799365758895874, 'event_type': {'xpo_node': 'DWD_Q8452', 'name': 'abortion', 'description': 'intentional ending of a pregnancy'}, 'event_confidence': 0.958206057548523}]}"
Employee receives ladle.,plausible,1,"{'sen_id': 1482, 'sentence': 'Employee receives ladle.', 'predicted_mentions': [{'sentence_offset': [9, 17], 'trigger_words': 'receives', 'trigger_confidence': 0.9768592715263367, 'event_type': {'xpo_node': 'DWD_Q83493081', 'name': 'reception', 'description': 'process of recovering a message, signal, or item that has been transmitted'}, 'event_confidence': 0.990288257598877}]}"
Throat passes subsistence.,implausible,0,"{'sen_id': 1483, 'sentence': 'Throat passes subsistence.', 'predicted_mentions': []}"
Diplomacy threatens tile.,implausible,0,"{'sen_id': 1484, 'sentence': 'Diplomacy threatens tile.', 'predicted_mentions': [{'sentence_offset': [10, 19], 'trigger_words': 'threatens', 'trigger_confidence': 0.9623931050300598, 'event_type': {'xpo_node': 'DWD_Q1520311', 'name': 'violent_crime', 'description': 'crime in which an offender uses or threatens force upon a victim'}, 'event_confidence': 0.9533874988555908}]}"
Pirate repays professor.,implausible,0,"{'sen_id': 1485, 'sentence': 'Pirate repays professor.', 'predicted_mentions': []}"
Researcher describes form.,plausible,1,"{'sen_id': 1486, 'sentence': 'Researcher describes form.', 'predicted_mentions': [{'sentence_offset': [11, 20], 'trigger_words': 'describes', 'trigger_confidence': 0.9712335467338562, 'event_type': {'xpo_node': 'DWD_Q1200750', 'name': 'description', 'description': 'text for clarification; one of four rhetorical modes'}, 'event_confidence': 0.9607013463973999}]}"
