text,original_label,label
Orchid extinguishes integration.,implausible,1
Canal collects humor.,plausible,1
Man says annoyance.,implausible,1
Bodyguard obligates principle.,implausible,1
Activity afflicts point.,implausible,0
Analysis shows gradient.,plausible,1
Authority clamps refund.,implausible,1
Division assumes posture.,plausible,1
Variant carries person.,plausible,0
Community proves title.,implausible,1
Determination underlines experiment.,implausible,1
Venture offsets book.,implausible,1
Officer puts trophy.,implausible,1
Nominee convinces ticket.,implausible,1
State disembarks attack.,implausible,1
Area runs flock.,plausible,0
Completion hones objection.,implausible,1
Book mentions person.,plausible,1
Man finds acceptance.,plausible,1
Term covers range.,plausible,1
Fist sends football.,plausible,0
Area recognizes authority.,plausible,1
Classification hauls slavery.,implausible,1
Library needs space.,plausible,1
Analysis constrains theory.,plausible,1
Row elicits game.,plausible,1
Consumer pokes vision.,implausible,1
