text,original_label,label,event_type,subject_types,object_types
Command deposes viceroy.,plausible,0,"{'sen_id': 1569, 'sentence': 'Command deposes viceroy.', 'predicted_mentions': [{'sentence_offset': [0, 7], 'trigger_words': 'Command', 'trigger_confidence': 0.8910110592842102, 'event_type': {'xpo_node': 'DWD_Q1665268', 'name': 'command', 'description': 'message conveying a requirement to perform a certain action'}, 'event_confidence': 0.946300208568573}, {'sentence_offset': [8, 15], 'trigger_words': 'deposes', 'trigger_confidence': 0.9227958917617798, 'event_type': {'xpo_node': 'DWD_Q18411409', 'name': 'deletion', 'description': 'generic term for deletion (computer science)'}, 'event_confidence': 0.80511474609375}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q1251441', 'wd_label': 'leader', 'description': 'someone with the authority to affect the conduct of others; who have the responsibility of leading'}, {'wd_qid': 'Q174834', 'wd_label': 'authority', 'description': 'power to command'}, {'wd_qid': 'Q61022630', 'wd_label': 'officer', 'description': 'person who has a position of authority in a hierarchical organization; see also official (Q599151)'}, {'wd_qid': 'Q599151', 'wd_label': 'official', 'description': 'someone who holds a government office'}]","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q1251441', 'wd_label': 'leader', 'description': 'someone with the authority to affect the conduct of others; who have the responsibility of leading'}, {'wd_qid': 'Q599151', 'wd_label': 'official', 'description': 'someone who holds a government office'}, {'wd_qid': 'Q61022630', 'wd_label': 'officer', 'description': 'person who has a position of authority in a hierarchical organization; see also official (Q599151)'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q6581097', 'wd_label': 'male', 'description': 'to be used in ""sex or gender"" (P21) to indicate that the human subject is a male'}]"
Submarine observes airship.,plausible,1,"{'sen_id': 1570, 'sentence': 'Submarine observes airship.', 'predicted_mentions': [{'sentence_offset': [10, 18], 'trigger_words': 'observes', 'trigger_confidence': 0.955394983291626, 'event_type': {'xpo_node': 'DWD_Q1521337', 'name': 'naturalistic_observation', 'description': 'observation of a subject in its natural habitat without any manipulation by the observer'}, 'event_confidence': 0.9200116395950317}]}","[{'wd_qid': 'Q2811', 'wd_label': 'submarine', 'description': 'watercraft capable of independent operation underwater'}, {'wd_qid': 'Q35872', 'wd_label': 'boat', 'description': 'smaller watercraft'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q11446', 'wd_label': 'ship', 'description': 'large buoyant watercraft'}, {'wd_qid': 'Q11436', 'wd_label': 'aircraft', 'description': 'machine that is able to fly by gaining support from the air other than the reactions of the air against the earth’s surface'}, {'wd_qid': 'Q96952903', 'wd_label': 'vessel', 'description': 'container, especially for domestic preparation or serving of food and drink'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q11436', 'wd_label': 'aircraft', 'description': 'machine that is able to fly by gaining support from the air other than the reactions of the air against the earth’s surface'}, {'wd_qid': 'Q11446', 'wd_label': 'ship', 'description': 'large buoyant watercraft'}, {'wd_qid': 'Q35872', 'wd_label': 'boat', 'description': 'smaller watercraft'}]"
Council seeks replacement.,plausible,1,"{'sen_id': 1571, 'sentence': 'Council seeks replacement.', 'predicted_mentions': [{'sentence_offset': [14, 25], 'trigger_words': 'replacement', 'trigger_confidence': 0.7676791548728943, 'event_type': {'xpo_node': 'DWD_Q23009439', 'name': 'replacement', 'description': 'process of removing one thing and adding another appropriate one in its place'}, 'event_confidence': 0.97432941198349}]}","[{'wd_qid': 'Q16334295', 'wd_label': 'group of humans', 'description': 'any set of human beings'}, {'wd_qid': 'Q5283295', 'wd_label': 'administration', 'description': 'management of organization'}, {'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q174834', 'wd_label': 'authority', 'description': 'power to command'}, {'wd_qid': 'Q7188', 'wd_label': 'government', 'description': 'system or group of people governing an organized community, often a state'}, {'wd_qid': 'Q865588', 'wd_label': 'committee', 'description': 'body of one or more persons that is subordinate to a deliberative assembly'}]","[{'wd_qid': 'Q23009439', 'wd_label': 'replacement', 'description': 'process of removing one thing and adding another appropriate one in its place'}, {'wd_qid': 'Q1150070', 'wd_label': 'change', 'description': 'process, event or action that deviates from the present state'}]"
Rancher lives lot.,implausible,1,"{'sen_id': 1572, 'sentence': 'Rancher lives lot.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q6581097', 'wd_label': 'male', 'description': 'to be used in ""sex or gender"" (P21) to indicate that the human subject is a male'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q8441', 'wd_label': 'man', 'description': 'male adult human'}]","[{'wd_qid': 'Q11500', 'wd_label': 'area', 'description': 'quantity that expresses the extent of a two-dimensional surface or shape, or planar lamina, in the plane'}, {'wd_qid': 'Q11081619', 'wd_label': 'land', 'description': 'solid surface of Earth that is not permanently covered by water'}, {'wd_qid': 'Q98929991', 'wd_label': 'place', 'description': 'small area known by a geographical name'}, {'wd_qid': 'Q107', 'wd_label': 'space', 'description': 'general framework of distances and directions according to a physical observer in its proper time'}, {'wd_qid': 'Q17334923', 'wd_label': 'location', 'description': 'position of something in space'}]"
Murderer fits corkscrew.,implausible,1,"{'sen_id': 1573, 'sentence': 'Murderer fits corkscrew.', 'predicted_mentions': [{'sentence_offset': [0, 8], 'trigger_words': 'Murderer', 'trigger_confidence': 0.5118619203567505, 'event_type': {'xpo_node': 'DWD_Q132821', 'name': 'murder', 'description': 'unlawful killing of a human with malice aforethought'}, 'event_confidence': 0.7710279226303101}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q2159907', 'wd_label': 'criminal', 'description': 'person who has committed a crime'}, {'wd_qid': 'Q931260', 'wd_label': 'murderer', 'description': 'perpetrator of a murder'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q6581097', 'wd_label': 'male', 'description': 'to be used in ""sex or gender"" (P21) to indicate that the human subject is a male'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q39546', 'wd_label': 'tool', 'description': 'physical item that can be used to achieve a goal'}]"
Financier enumerates hand.,implausible,1,"{'sen_id': 1574, 'sentence': 'Financier enumerates hand.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q702269', 'wd_label': 'professional', 'description': 'person who is paid to undertake a specialized set of tasks and to complete them for a fee'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q33767', 'wd_label': 'hand', 'description': 'extremity at the end of an arm or forelimb'}, {'wd_qid': 'Q1368', 'wd_label': 'money', 'description': 'physical or virtual object or record accepted as payment'}]"
Hostel pokes prediction.,implausible,0,"{'sen_id': 1575, 'sentence': 'Hostel pokes prediction.', 'predicted_mentions': [{'sentence_offset': [13, 23], 'trigger_words': 'prediction', 'trigger_confidence': 0.940305769443512, 'event_type': {'xpo_node': 'DWD_Q6739181', 'name': 'make_believe', 'description': 'loosley structure of play using imagination and sometimes role-play'}, 'event_confidence': 0.8312816619873047}]}","[{'wd_qid': 'Q178706', 'wd_label': 'institution', 'description': 'structure or mechanism of social order and cooperation governing the behaviour of a set of individuals within a given community'}, {'wd_qid': 'Q98929991', 'wd_label': 'place', 'description': 'small area known by a geographical name'}, {'wd_qid': 'Q27686', 'wd_label': 'hotel', 'description': 'business enterprise that provides lodging in a single building paid on a short-term basis'}, {'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}]","[{'wd_qid': 'Q748250', 'wd_label': 'prediction', 'description': 'statement about an uncertain event, which is often based upon experience or knowledge'}, {'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}, {'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}]"
Principle constrains wool.,implausible,1,"{'sen_id': 1576, 'sentence': 'Principle constrains wool.', 'predicted_mentions': [{'sentence_offset': [10, 20], 'trigger_words': 'constrains', 'trigger_confidence': 0.9573847651481628, 'event_type': {'xpo_node': 'DWD_Q791556', 'name': 'avulsion', 'description': 'injury in which a body structure is forcibly detached from its normal point of insertion'}, 'event_confidence': 0.7875542640686035}]}","[{'wd_qid': 'Q7748', 'wd_label': 'law', 'description': 'system of rules and guidelines, generally backed by governmental authority'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q211364', 'wd_label': 'principle', 'description': 'guiding rule or inevitable consequence of something, such as the laws observed in nature'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q214609', 'wd_label': 'material', 'description': 'substance that can occur in different amounts, all with some similar [mixture of some] characteristics, and of which objects can be made up'}, {'wd_qid': 'Q42329', 'wd_label': 'wool', 'description': 'natural fibre from the soft hair of sheep or other mammals'}, {'wd_qid': 'Q161', 'wd_label': 'fiber', 'description': 'natural or synthetic substance made of long, thin filaments'}]"
Majority casts ballot.,plausible,1,"{'sen_id': 1577, 'sentence': 'Majority casts ballot.', 'predicted_mentions': [{'sentence_offset': [15, 21], 'trigger_words': 'ballot', 'trigger_confidence': 0.8782034516334534, 'event_type': {'xpo_node': 'DWD_Q43109', 'name': 'referendum', 'description': 'direct and universal vote in which an entire electorate is invited to vote on a particular proposal'}, 'event_confidence': 0.9335151314735413}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q42904171', 'wd_label': 'vote', 'description': 'choice made in an election'}, {'wd_qid': 'Q16334295', 'wd_label': 'group of humans', 'description': 'any set of human beings'}]","[{'wd_qid': 'Q42904171', 'wd_label': 'vote', 'description': 'choice made in an election'}, {'wd_qid': 'Q905151', 'wd_label': 'ballot', 'description': 'document used to cast votes in an election'}]"
Photograph scuttles recording.,implausible,1,"{'sen_id': 1578, 'sentence': 'Photograph scuttles recording.', 'predicted_mentions': [{'sentence_offset': [20, 29], 'trigger_words': 'recording', 'trigger_confidence': 0.6387836933135986, 'event_type': {'xpo_node': 'DWD_Q13557414', 'name': 'recording', 'description': 'process of capturing data or translating information to a recording format'}, 'event_confidence': 0.9392333030700684}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q702269', 'wd_label': 'professional', 'description': 'person who is paid to undertake a specialized set of tasks and to complete them for a fee'}, {'wd_qid': 'Q80994', 'wd_label': 'adult', 'description': 'living organism that has reached sexual maturity'}, {'wd_qid': 'Q33231', 'wd_label': 'photographer', 'description': 'person who takes photographs'}]","[{'wd_qid': 'Q13557414', 'wd_label': 'recording', 'description': 'process of capturing data or translating information to a recording format'}, {'wd_qid': 'Q125191', 'wd_label': 'photograph', 'description': 'image created by light falling on a light-sensitive surface'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
Posterity conducts origin.,implausible,1,"{'sen_id': 1579, 'sentence': 'Posterity conducts origin.', 'predicted_mentions': [{'sentence_offset': [10, 18], 'trigger_words': 'conducts', 'trigger_confidence': 0.9564039707183838, 'event_type': {'xpo_node': 'DWD_Q6989196', 'name': 'conducting', 'description': 'directing a musical performance by way of visible gestures'}, 'event_confidence': 0.953606128692627}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q1251441', 'wd_label': 'leader', 'description': 'someone with the authority to affect the conduct of others; who have the responsibility of leading'}, {'wd_qid': 'Q174834', 'wd_label': 'authority', 'description': 'power to command'}]","[{'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}]"
Tower requires approval.,plausible,1,"{'sen_id': 1580, 'sentence': 'Tower requires approval.', 'predicted_mentions': [{'sentence_offset': [15, 23], 'trigger_words': 'approval', 'trigger_confidence': 0.6904671788215637, 'event_type': {'xpo_node': 'DWD_Q29526855', 'name': 'approval', 'description': 'process of giving effect to documentation in international law'}, 'event_confidence': 0.9608022570610046}]}","[{'wd_qid': 'Q41176', 'wd_label': 'building', 'description': 'structure, typically with a roof and walls, standing more or less permanently in one place'}, {'wd_qid': 'Q98929991', 'wd_label': 'place', 'description': 'small area known by a geographical name'}, {'wd_qid': 'Q6671777', 'wd_label': 'structure', 'description': 'arrangement and organization of interrelated elements in an object or system, or the object or system so organized'}]","[{'wd_qid': 'Q29526855', 'wd_label': 'approval', 'description': 'process of giving effect to documentation in international law'}, {'wd_qid': 'Q16513426', 'wd_label': 'decision', 'description': 'result of deliberation'}]"
Company creates technology.,plausible,1,"{'sen_id': 1581, 'sentence': 'Company creates technology.', 'predicted_mentions': [{'sentence_offset': [8, 15], 'trigger_words': 'creates', 'trigger_confidence': 0.9792686104774475, 'event_type': {'xpo_node': 'DWD_Q47407603', 'name': 'artistic_creation', 'description': 'process during which a work of art comes into being'}, 'event_confidence': 0.9779748916625977}]}","[{'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q6881511', 'wd_label': 'enterprise', 'description': 'organizational unit producing goods or services, which benefits from a certain degree of autonomy in decision-making, especially for the allocation of its current resources'}, {'wd_qid': 'Q168678', 'wd_label': 'firm', 'description': 'corporate name'}, {'wd_qid': 'Q178706', 'wd_label': 'institution', 'description': 'structure or mechanism of social order and cooperation governing the behaviour of a set of individuals within a given community'}, {'wd_qid': 'Q783794', 'wd_label': 'company', 'description': 'legal entity representing an association of people, whether natural, legal or a mixture of both, with a specific objective'}, {'wd_qid': 'Q167037', 'wd_label': 'corporation', 'description': 'legal entity incorporated through a legislative or registration process'}, {'wd_qid': 'Q4830453', 'wd_label': 'business', 'description': 'entity involved in commercial, industrial, or professional activities'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q11016', 'wd_label': 'technology', 'description': 'making, modification, usage, and knowledge of tools, machines, techniques, crafts, systems, and methods of organization'}]"
Press sets state.,plausible,0,"{'sen_id': 1582, 'sentence': 'Press sets state.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q174834', 'wd_label': 'authority', 'description': 'power to command'}, {'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q5283295', 'wd_label': 'administration', 'description': 'management of organization'}]","[{'wd_qid': 'Q98929991', 'wd_label': 'place', 'description': 'small area known by a geographical name'}, {'wd_qid': 'Q6256', 'wd_label': 'country', 'description': 'distinct territorial body or political entity'}, {'wd_qid': 'Q7275', 'wd_label': 'state', 'description': 'organised community living under a system of government; either a sovereign state, constituent state, or federated state'}, {'wd_qid': 'Q17334923', 'wd_label': 'location', 'description': 'position of something in space'}, {'wd_qid': 'Q6266', 'wd_label': 'nation', 'description': 'community of people who share a common language, culture, ethnicity, descent, or history'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
Death leads friend.,plausible,1,"{'sen_id': 1583, 'sentence': 'Death leads friend.', 'predicted_mentions': [{'sentence_offset': [0, 5], 'trigger_words': 'Death', 'trigger_confidence': 0.9237444400787354, 'event_type': {'xpo_node': 'DWD_Q81710', 'name': 'shepherd', 'description': 'person who tends, feeds, or guards flocks of sheep'}, 'event_confidence': 0.9168773293495178}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q1251441', 'wd_label': 'leader', 'description': 'someone with the authority to affect the conduct of others; who have the responsibility of leading'}, {'wd_qid': 'Q4', 'wd_label': 'death', 'description': 'permanent cessation of vital functions'}]","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q17297777', 'wd_label': 'friend', 'description': 'someone who a person has a friendship with'}]"
Petition seeks legislation.,plausible,1,"{'sen_id': 1584, 'sentence': 'Petition seeks legislation.', 'predicted_mentions': []}","[{'wd_qid': 'Q697279', 'wd_label': 'petition', 'description': 'formal written request, typically one signed by many people, appealing to authority in respect of an particular cause'}]","[{'wd_qid': 'Q7748', 'wd_label': 'law', 'description': 'system of rules and guidelines, generally backed by governmental authority'}, {'wd_qid': 'Q49371', 'wd_label': 'legislation', 'description': 'law enacted by a legislature or other governing body'}]"
Roster improves relapse.,implausible,0,"{'sen_id': 1585, 'sentence': 'Roster improves relapse.', 'predicted_mentions': [{'sentence_offset': [7, 15], 'trigger_words': 'improves', 'trigger_confidence': 0.6481277942657471, 'event_type': {'xpo_node': 'DWD_Q21255975', 'name': 'improvement', 'description': 'process of a thing moving from one state to another that is considered to be better, usually through some action intended to bring about that better state'}, 'event_confidence': 0.9910515546798706}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q96633923', 'wd_label': 'doctor', 'description': 'academic degree in the Russian Empire'}]","[{'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}, {'wd_qid': 'Q1121708', 'wd_label': 'failure', 'description': 'state or event of not meeting a desired or intended objective'}]"
Slowness encourages proliferation.,plausible,0,"{'sen_id': 1586, 'sentence': 'Slowness encourages proliferation.', 'predicted_mentions': []}","[{'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}]","[{'wd_qid': 'Q1342838', 'wd_label': 'growth', 'description': 'the increase in size or mass of an entire organism, a part of an organism or a cell'}]"
Commoner endows decade.,implausible,0,"{'sen_id': 1587, 'sentence': 'Commoner endows decade.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}]","[{'wd_qid': 'Q11471', 'wd_label': 'time', 'description': 'dimension in which events can be ordered from the past through the present into the future'}, {'wd_qid': 'Q39911', 'wd_label': 'decade', 'description': 'period of 10 years'}, {'wd_qid': 'Q101843', 'wd_label': 'period', 'description': 'method of visualizing the relationship between elements'}, {'wd_qid': 'Q577', 'wd_label': 'year', 'description': ""estimated period of time for the Earth's orbit around the Sun and observed at a fixed geographic point (averaging 365.24 days); base later modified to define or adjust various calendars""}]"
Dentist weighs attention.,implausible,1,"{'sen_id': 1588, 'sentence': 'Dentist weighs attention.', 'predicted_mentions': [{'sentence_offset': [8, 14], 'trigger_words': 'weighs', 'trigger_confidence': 0.8267292976379395, 'event_type': {'xpo_node': 'DWD_Q25288', 'name': 'weight', 'description': 'force acting on a mass due to gravity'}, 'event_confidence': 0.9794837236404419}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q96633923', 'wd_label': 'doctor', 'description': 'academic degree in the Russian Empire'}, {'wd_qid': 'Q702269', 'wd_label': 'professional', 'description': 'person who is paid to undertake a specialized set of tasks and to complete them for a fee'}, {'wd_qid': 'Q381160', 'wd_label': 'expert', 'description': 'person with broad and profound competence in a particular field'}]","[{'wd_qid': 'Q6501338', 'wd_label': 'attention', 'description': 'behavioral and cognitive process of selectively concentrating on a discrete aspect of information, whether deemed subjective or objective, while ignoring other perceivable information'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}]"
Population endures hardship.,plausible,1,"{'sen_id': 1589, 'sentence': 'Population endures hardship.', 'predicted_mentions': [{'sentence_offset': [11, 18], 'trigger_words': 'endures', 'trigger_confidence': 0.9510366320610046, 'event_type': {'xpo_node': 'DWD_Q14905957', 'name': 'endurance_training', 'description': 'exercising to increase physical endurance'}, 'event_confidence': 0.7042079567909241}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q16334295', 'wd_label': 'group of humans', 'description': 'any set of human beings'}, {'wd_qid': 'Q2625603', 'wd_label': 'population', 'description': 'ensemble of individuals of a species in an area, or their number'}, {'wd_qid': 'Q6266', 'wd_label': 'nation', 'description': 'community of people who share a common language, culture, ethnicity, descent, or history'}]","[{'wd_qid': 'Q16515105', 'wd_label': 'difficulty', 'description': 'a specific problem or obstacle impeding achievement of a goal'}, {'wd_qid': 'Q5780945', 'wd_label': 'suffering', 'description': 'pain, mental, or emotional unhappiness caused by bad things happening'}]"
Description reevaluates job.,implausible,1,"{'sen_id': 1590, 'sentence': 'Description reevaluates job.', 'predicted_mentions': [{'sentence_offset': [0, 11], 'trigger_words': 'Description', 'trigger_confidence': 0.5247023105621338, 'event_type': {'xpo_node': 'DWD_Q1200750', 'name': 'description', 'description': 'text for clarification; one of four rhetorical modes'}, 'event_confidence': 0.9858037233352661}, {'sentence_offset': [12, 23], 'trigger_words': 'reevaluates', 'trigger_confidence': 0.77384352684021, 'event_type': {'xpo_node': 'DWD_Q16944486', 'name': 'elaboration', 'description': 'the process of developing or presenting a theory, policy, or system in further detail'}, 'event_confidence': 0.9305218458175659}]}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q702269', 'wd_label': 'professional', 'description': 'person who is paid to undertake a specialized set of tasks and to complete them for a fee'}, {'wd_qid': 'Q327055', 'wd_label': 'worker', 'description': 'person who works'}, {'wd_qid': 'Q381160', 'wd_label': 'expert', 'description': 'person with broad and profound competence in a particular field'}]","[{'wd_qid': 'Q192581', 'wd_label': 'job', 'description': 'activity done by a person to earn money'}, {'wd_qid': 'Q12737077', 'wd_label': 'occupation', 'description': 'label applied to a person based on an activity they participate in'}, {'wd_qid': 'Q42213', 'wd_label': 'work', 'description': 'energy transferred to an object via the application of force on it through a displacement'}]"
Dealer puts soccer.,implausible,0,"{'sen_id': 1591, 'sentence': 'Dealer puts soccer.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q4197743', 'wd_label': 'player', 'description': 'person who plays a game'}, {'wd_qid': 'Q2066131', 'wd_label': 'athlete', 'description': 'person who participates regularly in a sport'}, {'wd_qid': 'Q41583', 'wd_label': 'coach', 'description': 'person involved in directing, instructing and training sportspeople'}, {'wd_qid': 'Q702269', 'wd_label': 'professional', 'description': 'person who is paid to undertake a specialized set of tasks and to complete them for a fee'}, {'wd_qid': 'Q6581097', 'wd_label': 'male', 'description': 'to be used in ""sex or gender"" (P21) to indicate that the human subject is a male'}]","[{'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q11410', 'wd_label': 'game', 'description': 'structured form of play'}, {'wd_qid': 'Q349', 'wd_label': 'sport', 'description': 'forms of competitive activity, usually physical'}, {'wd_qid': 'Q18545', 'wd_label': 'ball', 'description': 'round object used in sports or for playing'}]"
Group fits definition.,plausible,1,"{'sen_id': 1592, 'sentence': 'Group fits definition.', 'predicted_mentions': [{'sentence_offset': [11, 21], 'trigger_words': 'definition', 'trigger_confidence': 0.8316972851753235, 'event_type': {'xpo_node': 'DWD_Q182545', 'name': 'stylistic_device', 'description': 'technique used to give an auxiliary meaning, idea, or feeling to a literal message'}, 'event_confidence': 0.9758468866348267}]}","[{'wd_qid': 'Q43229', 'wd_label': 'organization', 'description': 'social entity established to meet needs or pursue goals'}, {'wd_qid': 'Q16334295', 'wd_label': 'group of humans', 'description': 'any set of human beings'}, {'wd_qid': 'Q744745', 'wd_label': 'association', 'description': 'syntaxonomic rank'}, {'wd_qid': 'Q167037', 'wd_label': 'corporation', 'description': 'legal entity incorporated through a legislative or registration process'}]","[{'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}]"
Invitation secretes continuity.,implausible,1,"{'sen_id': 1593, 'sentence': 'Invitation secretes continuity.', 'predicted_mentions': []}","[{'wd_qid': 'Q609697', 'wd_label': 'invitation', 'description': ""oral or written expression suggesting a person's company at a certain event at a given time and place""}, {'wd_qid': 'Q1656682', 'wd_label': 'event', 'description': 'temporary and scheduled happening, like a conference, festival, competition or similar'}]","[{'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}]"
Road mends rhetoric.,implausible,0,"{'sen_id': 1594, 'sentence': 'Road mends rhetoric.', 'predicted_mentions': []}","[{'wd_qid': 'Q215627', 'wd_label': 'person', 'description': 'being that has certain capacities or attributes constituting personhood (avoid use with P31; use Q5 for humans)'}, {'wd_qid': 'Q34442', 'wd_label': 'road', 'description': 'wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use'}, {'wd_qid': 'Q35120', 'wd_label': 'entity', 'description': 'anything that can be considered, discussed, or observed'}, {'wd_qid': 'Q5004679', 'wd_label': 'path', 'description': 'small\xa0thoroughfare'}]","[{'wd_qid': 'Q151885', 'wd_label': 'concept', 'description': 'semantic unit understood in different ways, e.g. as mental representation, ability or abstract object'}, {'wd_qid': 'Q131841', 'wd_label': 'idea', 'description': 'mental image or concept'}]"
